locator,project,layer,association_key,member_oss_ids,member_count,original_harnesses,final_routes,type_hint,catalog_cwes,any_original_poc,any_aggregated_poc,any_original_log,any_aggregated_log,identity_status,verified_memory_bug
libdwarf:expected:001,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_create_cie_from_after_start|dwarf_frame2.c,42525052,1,fuzz_set_frame_all,5,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:002,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_decode_line_udata_form|dwarf_line.c,42533844,1,fuzz_srcfiles,4,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:003,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_make_CU_Context|dwarf_die_deliv.c,42522074,1,fuzz_macro_dwarf5,3,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:004,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_memcpy_noswap_bytes|dwarf_memcpy_swap.c,42521589,1,fuzz_globals,2,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:005,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_read_line_table_header|dwarf_line_table_reader_common.h,42524514,1,fuzz_macro_dwarf5,3,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:006,libdwarf,catalog_associated,heap-buffer-overflow|READ|_dwarf_read_loc_expr_op|dwarf_locationop_read.c,42525082,1,fuzz_die_cu_attrs_loclist,6,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:007,libdwarf,catalog_associated,heap-buffer-overflow|READ|dwarf_decode_leb128|dwarf_leb.c,385742125,1,fuzz_die_cu_print,9,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:008,libdwarf,catalog_associated,heap-buffer-overflow|READ|dwarf_global_formref_b|dwarf_form.c,42532906,1,fuzz_findfuncbypc,8,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:009,libdwarf,catalog_associated,heap-buffer-overflow|READ|operandmismatch|dwarf_line_table_reader_common.h,42522777,1,fuzz_srcfiles,4,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:010,libdwarf,catalog_associated,heap-buffer-overflow|READ|read_encoded_addr|dwarf_locationop_read.c,42525273,1,fuzz_die_cu_attrs_loclist,6,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:011,libdwarf,catalog_associated,heap-buffer-overflow|READ|read_line_table_program|dwarf_line_table_reader_common.h,42526087,1,fuzz_srcfiles,4,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:012,libdwarf,catalog_associated,heap-use-after-free|READ|dwarf_dealloc|dwarf_alloc.c,42528352,1,fuzz_stack_frame_access,7,B,CWE-416,True,True,True,True,pending,False
libdwarf:expected:013,libdwarf,catalog_associated,stack-buffer-overflow|READ|dwarf_dietype_offset|dwarf_query.c,42521581,1,fuzz_die_cu_attrs,0,A,CWE-125,True,True,True,True,pending,False
libdwarf:expected:014,libdwarf,catalog_associated,stack-buffer-overflow|READ|dwarf_get_version_of_die|dwarf_query.c,42521585,1,fuzz_die_cu_offset,1,A,CWE-125,True,True,True,True,pending,False
openh264:expected:001,openh264,catalog_associated,heap-buffer-overflow|READ|DeblockChromaLt42_c|deblocking_common.cpp,42487835,1,decoder_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openh264:expected:002,openh264,catalog_associated,heap-buffer-overflow|READ|McChromaWithFragMv_c|mc.cpp,42487979,1,decoder_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openh264:expected:003,openh264,catalog_associated,heap-buffer-overflow|READ|WelsDec::DoErrorConSliceCopy|error_concealment.cpp,42487684,1,decoder_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openh264:expected:004,openh264,catalog_associated,heap-buffer-overflow|READ|WelsDec::NeedErrorCon|error_concealment.cpp,42487672,1,decoder_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openh264:expected:005,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::DoErrorConSliceCopy|error_concealment.cpp,42488076,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:006,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::ParseIntra4x4Mode|decode_slice.cpp,42488563,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:007,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::Update8x8RefIdx|mv_pred.cpp,42488124,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:008,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::UpdateP16x16MotionInfo|mv_pred.cpp,42487716,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:009,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::UpdateP16x16RefIdx|mv_pred.cpp,42487846,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:010,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::WelsCheckAndRecoverForFutureDecoding|manage_dec_ref.cpp,42488005,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:011,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::WelsDecodeMbCabacISliceBaseMode0|decode_slice.cpp,42488097,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:expected:012,openh264,catalog_associated,heap-buffer-overflow|WRITE|WelsDec::WelsDecodeMbCabacPSlice|decode_slice.cpp,42487729,1,decoder_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
openh264:extra:001,openh264,extra_report,heap-buffer-overflow|WRITE|WelsDec::UpdateP16x16DirectCabac|parse_mb_syn_cabac.cpp,42491572,1,decoder_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openh264:extra:002,openh264,extra_report,heap-use-after-free|READ|WelsDec::DecodeCurrentAccessUnit|decoder_core.cpp,42493060,1,decoder_fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:001,selinux,catalog_associated,heap-buffer-overflow|READ|__cil_verify_classperms|cil_verify.c,42523397,1,secilc-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
selinux:expected:002,selinux,catalog_associated,heap-buffer-overflow|READ|cil_post_fc_fill_data|cil_post.c,42490519,1,secilc-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
selinux:expected:003,selinux,catalog_associated,heap-buffer-overflow|READ|cil_print_recursive_blockinherit|cil_resolve_ast.c,42490495,1,secilc-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
selinux:expected:004,selinux,catalog_associated,heap-buffer-overflow|READ|ebitmap_match_any|ebitmap.c,42494529,1,secilc-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
selinux:expected:005,selinux,catalog_associated,heap-buffer-overflow|WRITE|cil_classorder_to_policydb|cil_binary.c,42491594,1,secilc-fuzzer,0,A,CWE-787,True,True,True,True,pending,False
selinux:expected:006,selinux,catalog_associated,heap-use-after-free|READ|__cil_ordered_item_insert|cil_resolve_ast.c,42490491,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:007,selinux,catalog_associated,heap-use-after-free|READ|__class_reset_perm_values|cil_reset_ast.c,42490500,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:008,selinux,catalog_associated,heap-use-after-free|READ|cil_list_destroy|cil_list.c,42526269,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:009,selinux,catalog_associated,heap-use-after-free|READ|cil_resolve_name|cil_resolve_ast.c,42490504,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:010,selinux,catalog_associated,heap-use-after-free|READ|cil_symtab_get_datum|cil_symtab.c,42491096,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:011,selinux,catalog_associated,heap-use-after-free|READ|cil_tree_log|cil_tree.c,42490512,1,secilc-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
selinux:expected:012,selinux,catalog_associated,stack-use-after-return|READ|cil_copy_expr|cil_copy_ast.c,42490708,1,secilc-fuzzer,0,B,CWE-562,True,True,True,True,pending,False
selinux:expected:013,selinux,catalog_associated,stack-use-after-return|READ|cil_list_destroy|cil_list.c,42490552,1,secilc-fuzzer,0,B,CWE-562,True,True,True,True,pending,False
upx:expected:001,upx,catalog_associated,SEGV|READ|N_BELE_RTP::LEPolicy::get64|bele_policy.h,42531927,1,test_packed_file_fuzzer,0,,CWE-416,True,True,True,True,pending,False
upx:expected:002,upx,catalog_associated,heap-buffer-overflow|READ|N_BELE_RTP::BEPolicy::get32|bele_policy.h,42531645,1,list_packed_file_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
upx:expected:003,upx,catalog_associated,heap-buffer-overflow|READ|N_BELE_RTP::BEPolicy::get64|bele_policy.h,42531672,1,decompress_packed_file_fuzzer,2,A,CWE-125,True,True,True,True,pending,False
upx:expected:004,upx,catalog_associated,heap-buffer-overflow|READ|N_BELE_RTP::LEPolicy::get32|bele_policy.h,42531653,1,test_packed_file_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
upx:expected:005,upx,catalog_associated,heap-buffer-overflow|READ|PackLinuxElf32::unpack|p_lx_elf.cpp,397728078,1,decompress_packed_file_fuzzer,2,A,CWE-125,True,True,True,True,pending,False
upx:expected:006,upx,catalog_associated,heap-buffer-overflow|READ|PackLinuxElf64::elf_lookup|p_lx_elf.cpp,42532260,1,list_packed_file_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
upx:expected:007,upx,catalog_associated,heap-buffer-overflow|READ|PackMachBase::canUnpack|p_mach.cpp,42531669 383194079,2,list_packed_file_fuzzer test_packed_file_fuzzer,0 1,A,CWE-125,True,True,True,True,pending,False
upx:expected:008,upx,catalog_associated,heap-buffer-overflow|READ|ucl_nrv2e_decompress_safe_8|n2e_d.c,383170478,1,test_packed_file_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
upx:expected:009,upx,catalog_associated,heap-buffer-overflow|READ|upx_safe_strlen|snprintf.cpp,42531800,1,test_packed_file_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
upx:expected:010,upx,catalog_associated,unknown-crash|READ|PackLinuxElf32::unpack|p_lx_elf.cpp,42532364,1,test_packed_file_fuzzer,0,,CWE-125,True,True,True,True,pending,False
upx:expected:011,upx,catalog_associated,unknown-crash|READ|PackLinuxElf64::unpack|p_lx_elf.cpp,42531668,1,test_packed_file_fuzzer,0,,CWE-125,True,True,True,True,pending,False
upx:expected:012,upx,catalog_associated,unknown-crash|READ|ucl_nrv2b_decompress_safe_le32|n2b_d.c,42531654,1,test_packed_file_fuzzer,0,,CWE-125,True,True,True,True,pending,False
upx:expected:013,upx,catalog_associated,unknown-crash|READ|ucl_nrv2e_decompress_safe_le32|n2e_d.c,42532037,1,test_packed_file_fuzzer,0,,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:001,fluent-bit,catalog_associated,attempting|-|flb_free|flb_mem.h,42488899,1,flb-it-fuzz-config_map_fuzzer_OSSFUZZ,4,C,CWE-415,True,True,True,True,pending,False
fluent-bit:expected:002,fluent-bit,catalog_associated,heap-buffer-overflow|READ|_conv_num|flb_strptime.c,42488123,1,flb-it-fuzz-parser_fuzzer_OSSFUZZ,0,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:003,fluent-bit,catalog_associated,heap-buffer-overflow|READ|_flb_strptime|flb_strptime.c,42489139,1,flb-it-fuzz-strp_fuzzer_OSSFUZZ,5,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:004,fluent-bit,catalog_associated,heap-buffer-overflow|READ|flb_hash_get_by_id|flb_hash.c,42499668,1,flb-it-fuzz-utils_fuzzer_OSSFUZZ,3,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:005,fluent-bit,catalog_associated,heap-buffer-overflow|READ|flb_log_print|flb_log.c,42488121,1,flb-it-fuzz-parser_fuzzer_OSSFUZZ,0,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:006,fluent-bit,catalog_associated,heap-buffer-overflow|READ|flb_parser_json_do|flb_parser_json.c,42489424,1,flb-it-fuzz-parser_fuzzer_OSSFUZZ,0,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:007,fluent-bit,catalog_associated,heap-buffer-overflow|READ|flb_sds_cat_utf8|flb_sds.c,42490229,1,flb-it-fuzz-msgpack_to_gelf_fuzzer_OSSFUZZ,1,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:008,fluent-bit,catalog_associated,heap-buffer-overflow|READ|flb_utils_time_to_seconds|flb_utils.c,42488418,1,flb-it-fuzz-utils_fuzzer_OSSFUZZ,3,A,CWE-125,True,True,True,True,pending,False
fluent-bit:expected:009,fluent-bit,catalog_associated,heap-buffer-overflow|WRITE|encoded_to_buf|flb_utils.c,42488098,1,flb-it-fuzz-msgpack_parse_fuzzer_OSSFUZZ,2,A,CWE-787,True,True,True,True,pending,False
fluent-bit:expected:010,fluent-bit,catalog_associated,heap-buffer-overflow|WRITE|flb_msgpack_to_json|flb_pack.c,42488035,1,flb-it-fuzz-msgpack_parse_fuzzer_OSSFUZZ,2,A,CWE-787,True,True,True,True,pending,False
fluent-bit:expected:011,fluent-bit,catalog_associated,heap-use-after-free|READ|flb_parser_decoder_list_destroy|flb_parser_decoder.c,42488143,1,flb-it-fuzz-parser_fuzzer_OSSFUZZ,0,B,CWE-416,True,True,True,True,pending,False
fluent-bit:expected:012,fluent-bit,catalog_associated,stack-buffer-overflow|READ|flb_sds_cat|flb_sds.c,42488023,1,flb-it-fuzz-msgpack_to_gelf_fuzzer_OSSFUZZ,1,A,CWE-125,True,True,True,True,pending,False
hdf5:expected:001,hdf5,catalog_associated,heap-buffer-overflow|READ|H5FS__sect_link_size|H5FSsection.c,42521342,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:002,hdf5,catalog_associated,heap-buffer-overflow|READ|H5F__accum_free|H5Faccum.c,42527895,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:003,hdf5,catalog_associated,heap-buffer-overflow|READ|H5F_get_checksums|H5Fio.c,42521522,1,h5_read_fuzzer,0,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:004,hdf5,catalog_associated,heap-buffer-overflow|READ|H5G__node_cmp3|H5Gnode.c,42522531,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:005,hdf5,catalog_associated,heap-buffer-overflow|READ|H5MM_memcpy|H5MM.c,42523860,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:006,hdf5,catalog_associated,heap-buffer-overflow|READ|H5MM_strndup|H5MM.c,42534125,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:007,hdf5,catalog_associated,heap-buffer-overflow|READ|H5MM_xstrdup|H5MM.c,42524740,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:008,hdf5,catalog_associated,heap-buffer-overflow|READ|H5O__chunk_protect|H5Ochunk.c,42527526,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:009,hdf5,catalog_associated,heap-buffer-overflow|READ|H5O__prefix_deserialize|H5Ocache.c,42520218,1,h5_read_fuzzer,0,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:010,hdf5,catalog_associated,heap-buffer-overflow|READ|H5O__shared_decode|H5Oshared.c,42530550,1,h5_extended_fuzzer,1,A,CWE-125,True,True,True,False,pending,False
hdf5:expected:011,hdf5,catalog_associated,heap-buffer-overflow|WRITE|H5FS__sinfo_serialize_node_cb|H5FScache.c,42525184,1,h5_extended_fuzzer,1,A,CWE-787,True,True,True,False,pending,False
hdf5:expected:012,hdf5,catalog_associated,heap-use-after-free|READ|H5FL__blk_gc_list|H5FL.c,42534222,1,h5_extended_fuzzer,1,B,CWE-416,True,True,True,False,pending,False
openvswitch:expected:001,openvswitch,catalog_associated,double-free|minimatch_destroy|match.c,42471555,1,ofctl_parse_target_preleak,4,C,CWE-415,True,True,True,True,pending,False
openvswitch:expected:002,openvswitch,catalog_associated,heap-buffer-overflow|READ|encode_LEARN|ofp-actions.c,42472574,1,ofctl_parse_target,3,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:003,openvswitch,catalog_associated,heap-buffer-overflow|READ|format_generic_odp_key|odp-util.c,42470938,1,odp_target,2,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:004,openvswitch,catalog_associated,heap-buffer-overflow|READ|learn_check|learn.c,42472056,1,ofctl_parse_target,3,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:005,openvswitch,catalog_associated,heap-buffer-overflow|READ|ofp_packet_to_string|ofp-print.c,42540967,1,ofp_print_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:006,openvswitch,catalog_associated,heap-buffer-overflow|READ|parse_icmpv6|flow.c,42540959,1,flow_extract_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:007,openvswitch,catalog_associated,heap-buffer-overflow|READ|parse_intel_port_custom_property|ofp-port.c,42541135,1,ofp_print_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:008,openvswitch,catalog_associated,heap-buffer-overflow|WRITE|ofpbuf_insert|ofpbuf.c,42471383,1,ofctl_parse_target,3,A,CWE-787,True,True,True,True,pending,False
openvswitch:expected:009,openvswitch,catalog_associated,heap-use-after-free|READ|parse_odp_action|odp-util.c,42470878,1,odp_target,2,B,CWE-416,True,True,True,True,pending,False
openvswitch:expected:010,openvswitch,catalog_associated,heap-use-after-free|WRITE|decode_NXAST_RAW_ENCAP|ofp-actions.c,42489816,1,ofp_print_target,1,B,CWE-416,True,True,True,True,pending,False
openvswitch:expected:011,openvswitch,catalog_associated,stack-buffer-overflow|READ|nullable_memcpy|util.h,42470954,1,odp_target,2,A,CWE-125,True,True,True,True,pending,False
openvswitch:expected:012,openvswitch,catalog_associated,stack-buffer-underflow|READ|lex_parse_hex_integer|lex.c,42470784,1,expr_parse_target,5,A,CWE-125,True,True,True,True,pending,False
pcl:expected:001,pcl,catalog_associated,container-overflow|WRITE|pcl::PLYReader::vertexListPropertyContentCallback<int>|ply_io.cpp,42494624,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:002,pcl,catalog_associated,container-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<unsigned int>|ply_io.cpp,42503445,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:003,pcl,catalog_associated,heap-buffer-overflow|READ|pcl::PLYReader::read|ply_io.cpp,42494680,1,ply_reader_fuzzer,0,A,CWE-125,True,True,False,True,pending,False
pcl:expected:004,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexColorCallback|ply_io.cpp,42495779,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:005,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexListPropertyContentCallback<double>|ply_io.cpp,42496384,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:006,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexListPropertyContentCallback<int>|ply_io.cpp,42500027,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:007,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<double>|ply_io.cpp,42502685,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:008,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<float>|ply_io.cpp,42504591,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:009,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<short>|ply_io.cpp,42500120,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:010,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<signed char>|ply_io.cpp,42503375,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:011,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<unsigned int>|ply_io.cpp,42496798,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
pcl:expected:012,pcl,catalog_associated,heap-buffer-overflow|WRITE|pcl::PLYReader::vertexScalarPropertyCallback<unsigned short>|ply_io.cpp,42498471,1,ply_reader_fuzzer,0,A,CWE-787,True,True,False,True,pending,False
libavc:expected:001,libavc,catalog_associated,heap-buffer-overflow|READ|ih264d_compute_bs_non_mbaff|ih264d_compute_bs.c,42531113,1,svc_dec_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libavc:expected:002,libavc,catalog_associated,heap-buffer-overflow|READ|isvcd_interlyr_motion_mode_pred_dyadic|isvcd_mode_mv_resamp.c,42521138,1,svc_dec_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libavc:expected:003,libavc,catalog_associated,heap-buffer-overflow|READ|isvcd_interlyr_motion_scale|isvcd_mode_mv_resamp.c,42520983,1,svc_dec_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libavc:expected:004,libavc,catalog_associated,heap-buffer-overflow|READ|isvcd_reflayer_construction_dyadic|isvcd_intra_resamp.c,42521316,1,svc_dec_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libavc:expected:005,libavc,catalog_associated,heap-buffer-overflow|READ|isvcd_residual_luma_dyadic_sse42|isvcd_residual_resamp_sse42.c,42520942,1,svc_dec_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libavc:expected:006,libavc,catalog_associated,heap-buffer-overflow|WRITE|ih264d_fmt_conv_420sp_to_420p|ih264d_format_conv.c,42531141,1,svc_dec_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libavc:expected:007,libavc,catalog_associated,heap-buffer-overflow|WRITE|ih264d_fmt_conv_420sp_to_420sp|ih264d_format_conv.c,42530447,1,svc_dec_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libavc:expected:008,libavc,catalog_associated,heap-buffer-overflow|WRITE|isvcd_populate_res_prms|isvcd_intra_resamp.c,42520945,1,svc_dec_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libavc:expected:009,libavc,catalog_associated,heap-buffer-overflow|WRITE|isvcd_start_of_pic|isvcd_parse_slice.c,42530451,1,svc_dec_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libavc:expected:010,libavc,catalog_associated,heap-use-after-free|READ|ih264_inter_pred_luma_horz_ssse3|ih264_inter_pred_filters_ssse3.c,428771938,1,svc_dec_fuzzer,0,B,CWE-416,True,True,True,True,pending,False
libavc:extra:001,libavc,extra_report,SEGV|READ|null|isvcd_parse_epslice.c:isvcd_parse_inter_slice_data_cavlc_enh_lyr,42530559 42530568,2,svc_dec_fuzzer,0,,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:001,sleuthkit,catalog_associated,heap-buffer-overflow|READ|ext2fs_inode_walk|ext2fs.c,42486529,1,sleuthkit_fls_ext_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:002,sleuthkit,catalog_associated,heap-buffer-overflow|READ|ext4_load_attrs_extents|ext2fs.c,42489624,1,sleuthkit_fls_ext_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:003,sleuthkit,catalog_associated,heap-buffer-overflow|READ|ext4_load_attrs_inline|ext2fs.c,42502057,1,sleuthkit_fls_ext_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:004,sleuthkit,catalog_associated,heap-buffer-overflow|READ|hfs_cat_compare_keys|hfs.c,42489627,1,sleuthkit_fls_hfs_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:005,sleuthkit,catalog_associated,heap-buffer-overflow|READ|hfs_cat_traverse|hfs.c,42486540,1,sleuthkit_fls_hfs_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:006,sleuthkit,catalog_associated,heap-buffer-overflow|READ|hfs_dir_open_meta_cb|hfs_dent.c,42496725,1,sleuthkit_fls_hfs_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:007,sleuthkit,catalog_associated,heap-buffer-overflow|READ|hfs_load_extended_attrs|hfs.c,42486531,1,sleuthkit_fls_hfs_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:008,sleuthkit,catalog_associated,heap-buffer-overflow|READ|hfs_unicode_compare_int|hfs_unicompare.c,42489626,1,sleuthkit_fls_hfs_fuzzer,1,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:009,sleuthkit,catalog_associated,heap-buffer-overflow|READ|ntfs_proc_attrseq|ntfs.c,42498350,1,sleuthkit_fls_ntfs_fuzzer,2,A,CWE-125,True,True,True,True,pending,False
sleuthkit:expected:010,sleuthkit,catalog_associated,negative-size-param|parse_susp|iso9660.c,42496517,1,sleuthkit_fls_iso9660_fuzzer,3,X,CWE-787,True,True,True,True,pending,False
sleuthkit:expected:011,sleuthkit,catalog_associated,stack-buffer-overflow|READ|parse_susp|iso9660.c,42486571,1,sleuthkit_fls_iso9660_fuzzer,3,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:001,espeak-ng,catalog_associated,global-buffer-overflow|READ|DoEmbedded2|setlengths.c,42497446,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:002,espeak-ng,catalog_associated,global-buffer-overflow|READ|IsLetterGroup|dictionary.c,42497197,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:003,espeak-ng,catalog_associated,global-buffer-overflow|READ|SubstitutePhonemes|phonemelist.c,42497478,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:004,espeak-ng,catalog_associated,heap-use-after-free|READ|LookupDict2|dictionary.c,42496979,1,ssml-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
espeak-ng:expected:005,espeak-ng,catalog_associated,heap-use-after-free|READ|TranslateLetter|numbers.c,42500245,1,ssml-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
espeak-ng:expected:006,espeak-ng,catalog_associated,heap-use-after-free|READ|TranslateRules|dictionary.c,42500437,1,ssml-fuzzer,0,B,CWE-416,True,True,True,True,pending,False
espeak-ng:expected:007,espeak-ng,catalog_associated,stack-buffer-overflow|READ|IsLetterGroup|dictionary.c,42504982,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:008,espeak-ng,catalog_associated,stack-buffer-overflow|READ|TranslateClause|translate.c,42497018,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:009,espeak-ng,catalog_associated,stack-buffer-overflow|READ|TranslateNumber_1|numbers.c,42496965,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
espeak-ng:expected:010,espeak-ng,catalog_associated,stack-buffer-underflow|READ|CountVowelPosition|synthdata.c,42502247,1,ssml-fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:001,libxml2,catalog_associated,global-buffer-overflow|READ|htmlParseDocument|HTMLparser.c,42522151 42522290,2,html,0,A,CWE-125,True,True,True,True,pending,False
